Crime ID,Date & Time,Latitude,Longitude,Crime Type,Severity,Police Station Jurisdiction,Weather,Population Density,Proximity to Landmark (meters),Time of Day,Day of the Week,Holiday/Non-Holiday,Recurring Crime Location,Victim Age Group,Suspect Age Group,Weapon Involved,Arrest Made,Criminal Record Found,Number of Victims,Emergency Response Time (minutes),Crime Recorded by CCTV,Witnesses Present,Area Type,Economic Status of Area,Traffic Density,Nearby Facilities,Reporting Time (minutes)
112,1/12/2025 10:12,20.1767,74.4373,Vandalism,Medium,Lake Jerryside,Cloudy,17448,1746,Evening,Thursday,Non-Holiday,FALSE,26-40,41-60,FALSE,TRUE,FALSE,3,10,FALSE,5,Suburban,High-income,High,Park,37
113,1/5/2025 2:19,27.6017,74.6071,Theft,Medium,South Beverlyport,Rainy,8731,1254,Afternoon,Friday,Holiday,TRUE,60+,26-40,FALSE,FALSE,TRUE,4,26,FALSE,2,Rural,Middle-income,Low,Train Station,43
114,1/9/2025 6:08,20.6956,75.385,Vandalism,Low,Kristenland,Rainy,24593,1081,Night,Friday,Non-Holiday,TRUE,41-60,18-25,TRUE,TRUE,FALSE,2,25,TRUE,9,Rural,High-income,High,Park,49
115,1/4/2025 0:33,22.6476,78.3698,Robbery,Low,New Jennifer,Clear,13478,554,Afternoon,Thursday,Non-Holiday,FALSE,60+,26-40,FALSE,TRUE,FALSE,1,14,FALSE,1,Urban,High-income,Low,Train Station,20
116,1/13/2025 11:44,22.7737,78.2742,Burglary,Medium,Lake Brianmouth,Rainy,20602,299,Night,Saturday,Non-Holiday,FALSE,18-25,41-60,TRUE,TRUE,TRUE,3,25,TRUE,10,Urban,High-income,Low,Hospital,12
117,1/13/2025 20:41,25.071,74.6479,Vandalism,Medium,Kingshire,Clear,18272,1389,Afternoon,Tuesday,Non-Holiday,FALSE,18-25,26-40,FALSE,FALSE,FALSE,1,27,TRUE,3,Suburban,High-income,Low,Hospital,7
118,1/11/2025 7:55,27.7945,76.2951,Theft,Medium,New Christina,Clear,19993,333,Evening,Saturday,Non-Holiday,FALSE,60+,60+,TRUE,FALSE,FALSE,4,24,TRUE,10,Rural,Middle-income,High,Hospital,6
119,1/13/2025 12:45,26.3932,74.5055,Assault,Medium,Stewartfort,Clear,10998,864,Afternoon,Friday,Non-Holiday,FALSE,26-40,60+,FALSE,TRUE,FALSE,5,27,TRUE,8,Urban,Middle-income,Medium,Mall,12
120,1/9/2025 7:50,22.4604,75.608,Robbery,Medium,Port Charlesville,Clear,20879,379,Afternoon,Sunday,Non-Holiday,FALSE,60+,60+,FALSE,FALSE,FALSE,2,7,TRUE,3,Suburban,Low-income,Medium,Mall,35
121,1/19/2025 23:10,22.1754,78.2459,Burglary,High,West Joel,Rainy,23013,1146,Morning,Friday,Holiday,FALSE,41-60,18-25,FALSE,TRUE,FALSE,1,28,TRUE,4,Urban,Middle-income,Medium,Train Station,56
122,1/7/2025 3:53,27.984,75.5126,Robbery,Low,Charlesstad,Clear,24265,1511,Evening,Sunday,Non-Holiday,TRUE,26-40,26-40,TRUE,TRUE,FALSE,5,13,TRUE,5,Rural,Middle-income,Medium,Hospital,18
123,1/19/2025 0:55,29.4764,76.1153,Fraud,Low,Washingtonchester,Clear,18487,1981,Morning,Wednesday,Holiday,TRUE,26-40,26-40,FALSE,TRUE,FALSE,4,9,FALSE,10,Suburban,Middle-income,Medium,School,41
124,1/18/2025 22:43,27.7406,78.1511,Vandalism,High,Montoyaview,Cloudy,14116,1522,Evening,Thursday,Non-Holiday,FALSE,18-25,18-25,FALSE,FALSE,TRUE,5,17,TRUE,6,Urban,Middle-income,Medium,Train Station,54
125,1/16/2025 3:33,22.1195,76.3785,Assault,High,West Bethany,Rainy,16263,1931,Morning,Monday,Holiday,FALSE,18-25,18-25,TRUE,FALSE,FALSE,1,18,TRUE,2,Rural,Middle-income,Low,Train Station,6
126,1/8/2025 23:27,26.2005,74.0031,Theft,High,East Matthewfurt,Cloudy,10423,206,Night,Saturday,Non-Holiday,TRUE,60+,18-25,TRUE,TRUE,TRUE,4,7,TRUE,9,Urban,High-income,High,Park,1
127,1/15/2025 22:29,19.0887,74.7486,Robbery,Medium,East Lisa,Cloudy,9331,1078,Morning,Tuesday,Non-Holiday,TRUE,18-25,18-25,FALSE,FALSE,FALSE,2,17,TRUE,10,Rural,Low-income,Low,Hospital,37
128,1/12/2025 9:45,19.0932,77.2002,Vandalism,Medium,Nelsonburgh,Cloudy,11981,1386,Afternoon,Thursday,Non-Holiday,TRUE,18-25,18-25,TRUE,TRUE,FALSE,3,18,FALSE,2,Urban,Middle-income,High,School,16
129,1/19/2025 22:42,25.0874,76.8001,Burglary,Medium,Port Cindystad,Cloudy,5878,1836,Evening,Tuesday,Holiday,FALSE,41-60,18-25,TRUE,FALSE,FALSE,1,12,FALSE,10,Rural,Low-income,High,School,24
130,1/16/2025 19:05,29.2732,73.0559,Burglary,Medium,Lake James,Rainy,22903,1498,Afternoon,Sunday,Non-Holiday,TRUE,18-25,18-25,TRUE,FALSE,TRUE,1,6,FALSE,8,Suburban,High-income,High,Hospital,50
131,1/4/2025 7:12,23.5698,77.6145,Robbery,High,Millermouth,Cloudy,22617,1361,Afternoon,Wednesday,Holiday,FALSE,18-25,26-40,TRUE,FALSE,FALSE,5,25,TRUE,4,Rural,Middle-income,High,Mall,4
132,1/16/2025 8:41,21.6893,79.397,Robbery,Medium,North Lee,Cloudy,24950,212,Evening,Saturday,Holiday,TRUE,18-25,26-40,TRUE,TRUE,FALSE,3,21,FALSE,2,Suburban,Low-income,High,Train Station,47
133,1/15/2025 22:23,28.7506,78.1714,Robbery,Medium,Elizabethton,Rainy,13912,1172,Morning,Wednesday,Holiday,FALSE,60+,41-60,TRUE,FALSE,TRUE,3,10,FALSE,1,Rural,High-income,High,School,15
134,1/11/2025 15:42,27.1486,72.0205,Robbery,Low,Lewisland,Clear,20458,845,Night,Tuesday,Holiday,TRUE,60+,26-40,FALSE,TRUE,FALSE,3,13,TRUE,9,Suburban,Low-income,High,School,12
135,1/19/2025 10:24,21.455,76.1262,Robbery,Medium,Michaelchester,Clear,20240,1873,Evening,Sunday,Non-Holiday,FALSE,18-25,60+,TRUE,FALSE,TRUE,3,23,FALSE,9,Urban,Middle-income,Medium,Hospital,32
136,1/16/2025 19:52,29.9757,78.2071,Fraud,High,Hudsonfurt,Clear,9933,113,Night,Monday,Holiday,FALSE,18-25,41-60,TRUE,FALSE,FALSE,1,11,TRUE,6,Suburban,Low-income,Low,Train Station,6
137,1/14/2025 22:00,19.4829,73.8518,Burglary,Medium,Johnport,Cloudy,17205,1038,Morning,Friday,Holiday,TRUE,60+,18-25,TRUE,FALSE,TRUE,2,14,FALSE,5,Suburban,High-income,High,Train Station,21
138,1/19/2025 22:33,23.9803,73.8689,Assault,Low,West Tinaland,Cloudy,8570,418,Morning,Tuesday,Non-Holiday,FALSE,41-60,60+,TRUE,FALSE,TRUE,4,14,FALSE,4,Urban,Low-income,Low,Train Station,53
139,1/4/2025 20:33,26.7518,76.8264,Assault,Medium,Bakermouth,Clear,7988,1556,Afternoon,Wednesday,Non-Holiday,TRUE,41-60,41-60,TRUE,TRUE,FALSE,4,22,TRUE,1,Suburban,Low-income,Low,School,1
140,1/16/2025 17:01,19.6784,78.2477,Assault,Low,Port Elizabethstad,Clear,18126,862,Morning,Friday,Non-Holiday,TRUE,18-25,18-25,TRUE,FALSE,TRUE,1,30,FALSE,1,Urban,Middle-income,Low,Mall,60
141,1/13/2025 22:45,25.3127,78.5735,Vandalism,Medium,Lake Amberberg,Clear,17541,1499,Night,Tuesday,Non-Holiday,TRUE,26-40,41-60,FALSE,FALSE,TRUE,1,24,TRUE,10,Suburban,Middle-income,Medium,Hospital,31
142,1/16/2025 21:03,19.6708,74.2382,Assault,Medium,Miguelbury,Clear,22229,610,Morning,Thursday,Non-Holiday,FALSE,60+,41-60,FALSE,FALSE,FALSE,2,5,FALSE,9,Urban,Low-income,Medium,School,52
143,1/1/2025 17:05,29.9068,76.2355,Burglary,Low,Duncanberg,Clear,8281,607,Afternoon,Wednesday,Holiday,TRUE,60+,41-60,TRUE,TRUE,TRUE,5,15,FALSE,9,Urban,High-income,High,Train Station,37
144,1/9/2025 9:38,25.1997,76.5049,Assault,Medium,West Kurtview,Cloudy,15127,459,Night,Monday,Holiday,TRUE,26-40,26-40,TRUE,FALSE,TRUE,3,24,TRUE,2,Suburban,High-income,Low,Train Station,4
145,1/8/2025 2:54,19.241,76.6929,Assault,Low,North Garybury,Cloudy,16956,248,Evening,Saturday,Non-Holiday,TRUE,41-60,41-60,FALSE,TRUE,TRUE,4,30,FALSE,10,Suburban,Low-income,High,Hospital,45
146,1/1/2025 9:54,28.7856,76.9097,Theft,Low,Port Richard,Cloudy,24298,1768,Afternoon,Thursday,Non-Holiday,FALSE,26-40,26-40,TRUE,FALSE,TRUE,2,24,FALSE,9,Urban,High-income,High,School,60
147,1/10/2025 7:09,24.458,74.6493,Robbery,Low,Lake Thomas,Rainy,15469,443,Morning,Sunday,Non-Holiday,FALSE,18-25,41-60,TRUE,TRUE,TRUE,3,13,TRUE,0,Urban,Middle-income,Medium,Park,11
148,1/7/2025 3:12,28.7301,75.9447,Vandalism,Medium,Danielchester,Cloudy,17299,307,Night,Sunday,Holiday,TRUE,60+,18-25,TRUE,FALSE,TRUE,3,13,TRUE,1,Suburban,Low-income,Medium,Mall,47
149,1/6/2025 16:19,19.825,79.5347,Robbery,Medium,North Tom,Cloudy,20818,1542,Morning,Thursday,Holiday,FALSE,26-40,18-25,TRUE,FALSE,TRUE,2,18,FALSE,10,Suburban,Middle-income,Low,School,4
150,1/18/2025 17:55,23.3219,76.3973,Vandalism,Low,Simpsonstad,Clear,16823,107,Night,Monday,Non-Holiday,FALSE,26-40,18-25,TRUE,TRUE,TRUE,3,7,FALSE,1,Suburban,Middle-income,Medium,Park,58
151,1/15/2025 19:14,26.2714,72.7291,Burglary,Medium,East Oscarville,Clear,17157,1913,Night,Wednesday,Holiday,FALSE,18-25,41-60,FALSE,FALSE,FALSE,2,13,TRUE,2,Rural,High-income,Low,School,43
152,1/14/2025 5:15,22.7817,76.3316,Burglary,Low,South Seanbury,Cloudy,6998,1821,Night,Sunday,Non-Holiday,FALSE,26-40,60+,FALSE,TRUE,FALSE,1,21,TRUE,1,Suburban,Low-income,Low,Mall,52
153,1/13/2025 20:20,21.12,72.3414,Robbery,High,Andersonland,Rainy,11616,1784,Afternoon,Sunday,Non-Holiday,FALSE,18-25,18-25,FALSE,FALSE,FALSE,3,21,FALSE,0,Rural,High-income,High,Hospital,51
154,1/9/2025 3:43,23.6155,75.3155,Assault,High,South Benjaminburgh,Cloudy,24093,1653,Morning,Monday,Holiday,FALSE,41-60,60+,FALSE,FALSE,FALSE,5,24,FALSE,0,Urban,Middle-income,Medium,Mall,40
155,1/14/2025 3:35,25.6952,77.5493,Robbery,Medium,Batesburgh,Rainy,12784,200,Night,Wednesday,Non-Holiday,TRUE,41-60,41-60,FALSE,FALSE,FALSE,1,12,TRUE,4,Rural,Middle-income,Medium,Train Station,47
156,1/6/2025 11:18,23.5845,77.1644,Assault,Medium,Melindaborough,Clear,18342,1617,Night,Sunday,Non-Holiday,TRUE,26-40,18-25,FALSE,FALSE,TRUE,5,23,TRUE,2,Urban,Low-income,Low,Mall,3
157,1/10/2025 18:01,24.0209,79.3442,Fraud,Low,West Matthew,Rainy,17070,1786,Night,Friday,Non-Holiday,TRUE,18-25,26-40,FALSE,FALSE,FALSE,2,20,FALSE,5,Urban,Middle-income,High,School,19
158,1/14/2025 23:01,19.302,72.3972,Burglary,Low,Loweland,Clear,12376,1487,Afternoon,Wednesday,Non-Holiday,TRUE,18-25,60+,TRUE,TRUE,TRUE,2,13,FALSE,10,Suburban,Middle-income,Medium,Train Station,30
159,1/13/2025 13:00,21.772,75.7336,Fraud,High,South Anthony,Cloudy,18013,1297,Morning,Monday,Non-Holiday,FALSE,41-60,18-25,FALSE,TRUE,FALSE,3,25,FALSE,4,Suburban,High-income,High,Train Station,13
160,1/9/2025 1:22,20.6492,78.1238,Robbery,High,New Kevin,Rainy,15472,1494,Afternoon,Saturday,Holiday,FALSE,41-60,41-60,FALSE,FALSE,FALSE,1,23,TRUE,5,Rural,High-income,Low,Hospital,41
161,1/13/2025 13:01,27.6339,79.2522,Fraud,Medium,Margaretland,Cloudy,14836,1831,Afternoon,Sunday,Holiday,FALSE,18-25,60+,TRUE,FALSE,TRUE,3,25,TRUE,3,Suburban,Low-income,High,Train Station,27
162,1/7/2025 16:23,27.669,74.6505,Theft,High,West Sheila,Rainy,20196,1843,Morning,Thursday,Holiday,TRUE,60+,26-40,TRUE,FALSE,FALSE,4,6,TRUE,2,Urban,Middle-income,Medium,Hospital,58
163,1/12/2025 11:51,28.9728,75.6606,Theft,High,West Michelleside,Clear,7648,1098,Evening,Saturday,Holiday,FALSE,18-25,18-25,FALSE,FALSE,TRUE,2,23,TRUE,7,Urban,Low-income,High,Park,41
164,1/19/2025 19:38,23.7235,75.4322,Vandalism,Medium,Scottchester,Clear,6236,1193,Afternoon,Saturday,Non-Holiday,TRUE,41-60,26-40,TRUE,TRUE,TRUE,2,27,FALSE,4,Urban,Low-income,Medium,Hospital,38
165,1/20/2025 3:40,22.3673,72.5223,Robbery,Medium,Villanuevafurt,Rainy,19939,1590,Evening,Thursday,Holiday,FALSE,60+,41-60,TRUE,TRUE,FALSE,1,12,TRUE,2,Urban,High-income,Low,Hospital,33
166,1/15/2025 7:13,20.8588,74.9327,Fraud,Low,Anthonytown,Rainy,13381,1679,Morning,Friday,Holiday,TRUE,18-25,18-25,TRUE,FALSE,FALSE,4,8,FALSE,7,Rural,Low-income,Low,School,20
167,1/18/2025 17:37,23.6296,72.8078,Burglary,Medium,Juliefurt,Cloudy,24845,1535,Afternoon,Thursday,Holiday,TRUE,41-60,18-25,TRUE,FALSE,TRUE,5,11,FALSE,8,Urban,Middle-income,High,Park,19
168,1/2/2025 20:00,20.7641,76.3851,Assault,High,Robertshaven,Rainy,15833,580,Morning,Monday,Holiday,TRUE,60+,26-40,TRUE,TRUE,TRUE,3,25,TRUE,7,Suburban,Middle-income,Medium,School,7
169,1/2/2025 21:10,27.945,78.9931,Theft,Medium,Sheilamouth,Cloudy,15246,972,Morning,Monday,Holiday,TRUE,26-40,26-40,FALSE,FALSE,FALSE,5,13,TRUE,5,Suburban,Low-income,Low,Park,26
170,1/2/2025 7:24,29.5854,74.1747,Vandalism,High,Ashleyshire,Rainy,18819,1428,Afternoon,Monday,Holiday,TRUE,26-40,18-25,FALSE,FALSE,FALSE,2,24,FALSE,5,Rural,Low-income,High,Mall,31
171,1/11/2025 23:39,29.1244,72.9035,Vandalism,Medium,Dukeberg,Clear,7075,635,Evening,Monday,Holiday,FALSE,18-25,60+,TRUE,FALSE,FALSE,4,9,TRUE,0,Rural,Low-income,High,Park,55
172,1/17/2025 5:19,24.4542,73.3232,Vandalism,Medium,Brookston,Clear,15842,669,Morning,Friday,Holiday,FALSE,60+,26-40,TRUE,FALSE,FALSE,5,19,TRUE,7,Suburban,Middle-income,Low,Park,48
173,1/7/2025 21:54,26.1871,72.8211,Vandalism,Low,South Amy,Cloudy,22992,100,Morning,Sunday,Non-Holiday,TRUE,60+,41-60,FALSE,TRUE,TRUE,4,15,FALSE,10,Suburban,High-income,Medium,School,7
174,1/16/2025 5:26,27.3525,73.774,Theft,Medium,Christopherhaven,Cloudy,14567,1221,Evening,Saturday,Holiday,TRUE,26-40,60+,TRUE,FALSE,TRUE,3,24,TRUE,3,Urban,Middle-income,Low,Park,53
175,1/8/2025 19:00,27.5956,77.7343,Robbery,Medium,Annafurt,Clear,24294,352,Night,Thursday,Holiday,FALSE,18-25,18-25,FALSE,FALSE,TRUE,5,10,TRUE,1,Suburban,High-income,High,Hospital,57
176,1/5/2025 12:40,22.5403,79.0511,Vandalism,High,Sullivanburgh,Cloudy,13134,660,Night,Wednesday,Non-Holiday,FALSE,26-40,26-40,FALSE,FALSE,FALSE,5,25,TRUE,3,Urban,High-income,High,Train Station,44
177,1/6/2025 15:29,22.7982,77.379,Fraud,High,Vincentchester,Clear,21511,1211,Evening,Saturday,Holiday,FALSE,60+,60+,FALSE,FALSE,TRUE,5,8,TRUE,6,Urban,Low-income,High,School,13
178,1/15/2025 12:30,21.9368,78.2843,Theft,High,Adamville,Rainy,9798,1819,Morning,Saturday,Non-Holiday,TRUE,18-25,41-60,FALSE,TRUE,TRUE,5,17,TRUE,8,Rural,Middle-income,High,School,60
179,1/10/2025 6:04,23.1974,75.3325,Fraud,Medium,Robinsonbury,Cloudy,6762,126,Evening,Tuesday,Non-Holiday,TRUE,41-60,26-40,TRUE,FALSE,FALSE,2,26,TRUE,2,Urban,High-income,High,School,25
180,1/15/2025 4:09,19.447,74.2329,Theft,Low,Raymondmouth,Clear,24136,1832,Evening,Monday,Non-Holiday,FALSE,26-40,18-25,TRUE,FALSE,TRUE,5,26,FALSE,7,Rural,High-income,Medium,School,51
181,1/10/2025 3:44,26.7845,76.2032,Assault,High,South Regina,Clear,21552,426,Night,Friday,Non-Holiday,TRUE,41-60,26-40,TRUE,FALSE,FALSE,3,14,TRUE,9,Rural,Middle-income,High,School,8
182,1/14/2025 20:09,26.3583,75.5653,Fraud,High,Birdton,Cloudy,12989,181,Evening,Thursday,Holiday,FALSE,41-60,41-60,TRUE,FALSE,FALSE,4,6,FALSE,10,Urban,Middle-income,High,School,7
183,1/1/2025 18:26,20.8413,79.6502,Burglary,High,New Maria,Clear,7145,531,Afternoon,Sunday,Non-Holiday,TRUE,26-40,60+,TRUE,TRUE,TRUE,4,27,FALSE,0,Urban,Low-income,Low,Mall,51
184,1/14/2025 5:54,21.771,72.5635,Assault,Medium,East Christinemouth,Rainy,17715,1023,Night,Thursday,Non-Holiday,TRUE,60+,18-25,TRUE,TRUE,TRUE,1,16,TRUE,4,Rural,Middle-income,High,School,19
185,1/1/2025 11:24,27.418,75.5014,Vandalism,High,West Amy,Clear,20531,420,Afternoon,Tuesday,Non-Holiday,FALSE,26-40,41-60,FALSE,TRUE,TRUE,1,6,TRUE,9,Rural,Middle-income,High,Hospital,6
186,1/12/2025 8:37,22.3516,77.9864,Fraud,Medium,Manuelview,Clear,18521,1954,Afternoon,Tuesday,Holiday,TRUE,41-60,26-40,TRUE,TRUE,TRUE,5,19,TRUE,4,Rural,Low-income,Medium,School,13
187,1/6/2025 6:52,26.9815,75.8975,Theft,Medium,East Bonnie,Clear,12685,304,Evening,Friday,Holiday,TRUE,41-60,60+,FALSE,FALSE,FALSE,5,9,FALSE,5,Suburban,Low-income,Low,Train Station,16
188,1/3/2025 16:57,27.6423,77.6976,Fraud,Medium,East Ruben,Rainy,16779,375,Evening,Thursday,Non-Holiday,FALSE,41-60,41-60,FALSE,TRUE,TRUE,5,7,FALSE,2,Rural,Low-income,Medium,School,47
189,1/9/2025 4:38,19.8294,72.149,Burglary,High,Palmerberg,Clear,24067,1285,Night,Sunday,Holiday,TRUE,41-60,60+,TRUE,FALSE,FALSE,2,29,FALSE,2,Suburban,High-income,High,School,26
190,1/3/2025 14:56,23.0025,72.0847,Assault,High,Santosborough,Cloudy,10434,1650,Afternoon,Thursday,Holiday,TRUE,26-40,60+,FALSE,TRUE,TRUE,4,12,TRUE,4,Suburban,Low-income,Low,Mall,34
191,1/5/2025 15:54,28.985,74.89,Vandalism,Medium,Boyleport,Clear,6307,1428,Evening,Monday,Non-Holiday,FALSE,26-40,60+,FALSE,FALSE,TRUE,5,13,FALSE,3,Rural,Middle-income,Medium,Train Station,32
192,1/4/2025 0:59,27.7192,79.0974,Robbery,High,Jessicaport,Clear,19414,439,Afternoon,Monday,Non-Holiday,TRUE,26-40,26-40,TRUE,FALSE,TRUE,2,18,FALSE,1,Suburban,High-income,Medium,Park,14
193,1/2/2025 2:16,25.4987,77.1781,Vandalism,Low,Thomasstad,Clear,6413,361,Afternoon,Tuesday,Holiday,TRUE,18-25,26-40,FALSE,TRUE,FALSE,5,23,TRUE,10,Suburban,Low-income,Low,Park,39
194,1/2/2025 23:55,29.9205,78.9384,Assault,Low,Lake Joeshire,Rainy,24688,392,Afternoon,Friday,Non-Holiday,TRUE,41-60,60+,TRUE,TRUE,FALSE,4,9,TRUE,0,Urban,High-income,High,Park,53
195,1/10/2025 21:40,20.6452,72.7704,Vandalism,High,Lake Travisville,Cloudy,6279,1897,Morning,Monday,Non-Holiday,TRUE,18-25,60+,FALSE,FALSE,TRUE,5,18,TRUE,7,Suburban,Middle-income,High,Hospital,7
196,1/12/2025 2:01,23.6804,74.0361,Assault,Low,Huntermouth,Rainy,24604,1895,Night,Wednesday,Holiday,TRUE,18-25,18-25,TRUE,FALSE,TRUE,3,18,FALSE,1,Urban,Middle-income,High,Hospital,17
197,1/6/2025 2:17,21.8743,76.2888,Burglary,Medium,North Derrick,Cloudy,14029,1493,Night,Sunday,Holiday,FALSE,60+,26-40,FALSE,FALSE,FALSE,3,23,FALSE,6,Rural,Low-income,High,School,48
198,1/6/2025 21:56,21.5275,78.2649,Assault,Low,North Adrienne,Clear,21657,920,Evening,Sunday,Holiday,TRUE,60+,18-25,TRUE,TRUE,FALSE,5,18,TRUE,1,Suburban,Low-income,Medium,School,39
199,1/12/2025 10:07,19.4153,75.0746,Vandalism,High,Jerryland,Cloudy,22072,686,Morning,Sunday,Holiday,FALSE,60+,18-25,TRUE,FALSE,TRUE,1,30,TRUE,9,Urban,High-income,Low,Train Station,16
200,1/7/2025 12:47,26.2052,79.8052,Robbery,Medium,Rollinsside,Rainy,16571,1471,Night,Thursday,Holiday,TRUE,18-25,18-25,FALSE,FALSE,FALSE,3,12,TRUE,7,Suburban,High-income,Low,Train Station,12
201,1/11/2025 14:39,23.4785,72.8517,Robbery,High,East Sonya,Rainy,16140,339,Evening,Friday,Non-Holiday,FALSE,60+,60+,TRUE,FALSE,FALSE,4,23,TRUE,7,Urban,Middle-income,Low,Park,41
202,1/17/2025 2:55,27.6752,73.7631,Fraud,Low,East Kimberly,Rainy,18514,823,Morning,Saturday,Non-Holiday,TRUE,41-60,18-25,FALSE,FALSE,TRUE,5,10,FALSE,5,Suburban,Low-income,High,Train Station,12
203,1/14/2025 14:53,29.4183,77.4649,Assault,Medium,Stewartfurt,Cloudy,11542,580,Afternoon,Sunday,Non-Holiday,TRUE,26-40,26-40,TRUE,FALSE,TRUE,1,8,TRUE,10,Rural,Middle-income,High,School,49
204,1/2/2025 1:13,28.428,79.6639,Vandalism,Medium,Valencialand,Cloudy,15335,1108,Evening,Thursday,Holiday,FALSE,60+,26-40,TRUE,TRUE,FALSE,4,22,TRUE,8,Suburban,Middle-income,High,Mall,30
205,1/13/2025 23:55,29.7416,77.586,Vandalism,Medium,Craneshire,Cloudy,5275,124,Afternoon,Thursday,Holiday,FALSE,41-60,41-60,TRUE,FALSE,TRUE,3,20,FALSE,5,Urban,Middle-income,Medium,Mall,27
206,1/1/2025 15:26,26.7078,74.9785,Vandalism,Medium,North John,Rainy,10894,1270,Afternoon,Friday,Holiday,TRUE,41-60,26-40,FALSE,FALSE,TRUE,2,30,TRUE,7,Urban,Low-income,Medium,Park,9
207,1/7/2025 14:39,29.9512,78.7951,Burglary,High,West Pamelaside,Cloudy,15345,1708,Night,Wednesday,Non-Holiday,TRUE,60+,18-25,TRUE,TRUE,TRUE,3,20,TRUE,7,Rural,Middle-income,Medium,Train Station,24
208,1/3/2025 21:54,25.1639,79.4548,Theft,Medium,Faulknerhaven,Clear,18492,348,Evening,Sunday,Holiday,TRUE,41-60,41-60,FALSE,FALSE,FALSE,1,17,FALSE,7,Rural,Low-income,Low,Train Station,27
209,1/6/2025 22:47,25.944,76.5731,Robbery,Low,Port Juanton,Clear,16259,567,Evening,Wednesday,Non-Holiday,FALSE,60+,41-60,FALSE,FALSE,FALSE,4,10,TRUE,0,Urban,High-income,Low,Train Station,48
210,1/4/2025 21:08,26.7077,72.6405,Assault,Medium,Port Laura,Clear,8131,230,Night,Friday,Holiday,TRUE,60+,18-25,TRUE,FALSE,TRUE,1,25,FALSE,4,Urban,Low-income,High,Train Station,29
211,1/10/2025 10:18,25.8913,73.0502,Assault,Low,North Devinchester,Clear,16692,1862,Evening,Sunday,Non-Holiday,FALSE,41-60,60+,TRUE,TRUE,FALSE,5,18,FALSE,5,Suburban,High-income,Low,School,29
212,1/5/2025 6:24,22.3866,75.2976,Assault,Medium,East John,Clear,5003,1171,Afternoon,Wednesday,Non-Holiday,FALSE,18-25,60+,FALSE,FALSE,TRUE,4,30,FALSE,9,Urban,Low-income,High,Train Station,13
213,1/8/2025 20:13,23.5291,76.4844,Vandalism,Low,Gutierrezland,Clear,17770,1796,Night,Tuesday,Non-Holiday,TRUE,60+,26-40,FALSE,FALSE,FALSE,4,11,TRUE,2,Urban,Middle-income,Low,Park,40
214,1/11/2025 1:12,23.9804,77.6038,Vandalism,Low,South Raven,Rainy,5635,411,Morning,Friday,Holiday,TRUE,18-25,41-60,FALSE,TRUE,FALSE,1,12,TRUE,2,Urban,Middle-income,Low,Train Station,27
215,1/11/2025 13:35,22.4273,78.3957,Theft,Medium,West Miguel,Cloudy,6039,776,Morning,Sunday,Holiday,TRUE,41-60,60+,TRUE,FALSE,TRUE,2,13,FALSE,0,Urban,High-income,Low,Park,50
216,1/18/2025 7:49,29.7247,73.9773,Robbery,Low,New Brookeland,Rainy,8078,1167,Afternoon,Thursday,Non-Holiday,FALSE,41-60,26-40,TRUE,TRUE,FALSE,4,25,FALSE,3,Suburban,Low-income,High,Mall,8
217,1/14/2025 20:39,21.5956,75.4733,Robbery,Low,Austintown,Rainy,24159,345,Night,Sunday,Holiday,TRUE,18-25,60+,TRUE,FALSE,TRUE,2,10,FALSE,1,Rural,High-income,Medium,School,4
218,1/3/2025 21:40,22.9107,73.2313,Burglary,Low,Zacharyfort,Clear,20985,576,Evening,Friday,Non-Holiday,FALSE,26-40,18-25,FALSE,FALSE,TRUE,3,6,FALSE,7,Rural,Middle-income,High,Park,13
219,1/10/2025 23:46,25.2337,76.349,Theft,High,West Amanda,Rainy,14021,1876,Afternoon,Monday,Holiday,FALSE,41-60,41-60,FALSE,FALSE,TRUE,5,17,TRUE,0,Rural,Middle-income,High,Mall,21
220,1/1/2025 21:53,26.931,77.2663,Burglary,Medium,Mcconnellstad,Clear,22172,1499,Night,Sunday,Holiday,FALSE,41-60,60+,FALSE,TRUE,TRUE,5,26,TRUE,0,Urban,Low-income,Low,Mall,7
221,1/19/2025 23:02,24.3391,72.79,Burglary,High,West Janice,Rainy,21053,1176,Evening,Monday,Non-Holiday,TRUE,18-25,18-25,TRUE,FALSE,TRUE,4,30,TRUE,5,Rural,High-income,Medium,Train Station,51
222,1/16/2025 20:54,26.7928,78.5891,Theft,High,Williamsonville,Clear,7306,1808,Evening,Monday,Holiday,TRUE,18-25,26-40,FALSE,TRUE,TRUE,5,26,TRUE,9,Rural,Low-income,High,Hospital,27
223,1/9/2025 17:17,27.2072,78.1303,Burglary,Medium,Grayborough,Cloudy,20031,1538,Night,Monday,Holiday,TRUE,60+,41-60,TRUE,FALSE,FALSE,3,22,FALSE,5,Suburban,High-income,Medium,Train Station,39
224,1/9/2025 20:55,21.6479,76.365,Vandalism,High,Port Cynthia,Cloudy,13325,837,Night,Thursday,Non-Holiday,TRUE,18-25,41-60,TRUE,TRUE,FALSE,1,14,TRUE,3,Suburban,Low-income,High,Train Station,59
225,1/5/2025 20:55,25.0903,76.4506,Burglary,Low,East Katherine,Clear,6236,1042,Evening,Tuesday,Holiday,FALSE,41-60,26-40,TRUE,FALSE,FALSE,1,23,FALSE,9,Urban,High-income,Low,Train Station,51
